Ref_Date,GEO,PRO,PIP,STA,Vector,Coordinate,Value
2016/03,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,512619.0
2016/04,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,3175946.0
2016/05,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,3477769.0
2016/06,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,3603728.0
2016/07,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,3804228.0
2016/08,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,3575317.0
2016/09,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,562163.0
2016/10,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,497265.0
2016/11,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,368312.0
2016/12,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,483233.0
2017/01,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,515713.0
2017/02,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,451186.0
2017/03,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,509052.0
2017/04,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,487296.0
2017/05,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,522437.0
2017/06,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,568768.0
2017/07,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,685488.0
2017/08,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,677430.0
2017/09,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,591191.0
2017/10,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,535224.0
2017/11,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,358519.0
2017/12,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,538426.0
2018/01,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,477893.0
2018/02,Quebec,"Propane, butane, and other products",Other deliveries,Barrels,v107705311,2.2.6.2,418133.0
2016/03,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,45114.0
2016/04,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,45174.0
2016/05,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,44930.0
2016/06,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,44899.0
2016/07,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,31465.0
2016/08,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,34024.0
2016/09,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,36837.0
2016/10,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,37295.0
2016/11,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,38390.0
2016/12,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,39776.0
2017/01,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,40288.0
2017/02,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,40055.0
2017/03,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,40884.0
2017/04,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,40691.0
2017/05,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,41678.0
2017/06,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,41491.0
2017/07,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,21974.0
2017/08,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,28667.0
2017/09,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,32619.0
2017/10,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,36406.0
2017/11,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,36359.0
2017/12,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,38338.0
2018/01,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,38912.0
2018/02,Quebec,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705312,2.2.7.1,39186.0
2016/03,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,283758.0
2016/04,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,284135.0
2016/05,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,282601.0
2016/06,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,282406.0
2016/07,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,197909.0
2016/08,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,214004.0
2016/09,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,231697.0
2016/10,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,234578.0
2016/11,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,241465.0
2016/12,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,250183.0
2017/01,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,253403.0
2017/02,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,251938.0
2017/03,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,257152.0
2017/04,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,255938.0
2017/05,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,262146.0
2017/06,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,260970.0
2017/07,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,138212.0
2017/08,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,180310.0
2017/09,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,205167.0
2017/10,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,228986.0
2017/11,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,228691.0
2017/12,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,241138.0
2018/01,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,244749.0
2018/02,Quebec,"Propane, butane, and other products",Opening inventory,Barrels,v107705313,2.2.7.2,246472.0
2016/03,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,45174.0
2016/04,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,44930.0
2016/05,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,44899.0
2016/06,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,31465.0
2016/07,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,34024.0
2016/08,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,36837.0
2016/09,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,37295.0
2016/10,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,38390.0
2016/11,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,39776.0
2016/12,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,40288.0
2017/01,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,40055.0
2017/02,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,40884.0
2017/03,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,40691.0
2017/04,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,41678.0
2017/05,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,41491.0
2017/06,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,21974.0
2017/07,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,28667.0
2017/08,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,32619.0
2017/09,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,36406.0
2017/10,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,36359.0
2017/11,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,38338.0
2017/12,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,38912.0
2018/01,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,39186.0
2018/02,Quebec,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705314,2.2.8.1,39534.0
2016/03,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,284135.0
2016/04,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,282601.0
2016/05,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,282406.0
2016/06,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,197909.0
2016/07,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,214004.0
2016/08,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,231697.0
2016/09,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,234578.0
2016/10,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,241465.0
2016/11,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,250183.0
2016/12,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,253403.0
2017/01,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,251938.0
2017/02,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,257152.0
2017/03,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,255938.0
2017/04,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,262146.0
2017/05,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,260970.0
2017/06,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,138212.0
2017/07,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,180310.0
2017/08,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,205167.0
2017/09,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,228986.0
2017/10,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,228691.0
2017/11,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,241138.0
2017/12,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,244749.0
2018/01,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,246472.0
2018/02,Quebec,"Propane, butane, and other products",Closing inventory,Barrels,v107705315,2.2.8.2,248661.0
2016/03,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,545752.0
2016/04,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,555526.0
2016/05,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,525761.0
2016/06,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,400800.0
2016/07,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,262998.0
2016/08,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,326423.0
2016/09,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,299688.0
2016/10,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,423212.0
2016/11,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,278010.0
2016/12,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,450819.0
2017/01,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,551850.0
2017/02,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,568211.0
2017/03,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,503975.0
2017/04,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,519331.0
2017/05,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,518106.0
2017/06,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,558921.0
2017/07,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,400039.0
2017/08,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,378310.0
2017/09,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,348150.0
2017/10,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,395859.0
2017/11,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,449102.0
2017/12,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,433451.0
2018/01,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,516467.0
2018/02,Ontario,Crude oil and equivalent products,Imports,Cubic metres,v107705316,3.1.1.1,477478.0
2016/03,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3432671.0
2016/04,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3494147.0
2016/05,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3306932.0
2016/06,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2520952.0
2016/07,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,1654205.0
2016/08,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2053135.0
2016/09,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,1884978.0
2016/10,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2661919.0
2016/11,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,1748627.0
2016/12,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2835561.0
2017/01,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3471026.0
2017/02,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3573934.0
2017/03,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3169902.0
2017/04,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3266488.0
2017/05,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3258783.0
2017/06,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3515501.0
2017/07,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2516165.0
2017/08,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2379494.0
2017/09,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2189794.0
2017/10,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2489874.0
2017/11,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2824762.0
2017/12,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,2726320.0
2018/01,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3248474.0
2018/02,Ontario,Crude oil and equivalent products,Imports,Barrels,v107705317,3.1.1.2,3003241.0
2016/03,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/04,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/05,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/06,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/07,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/08,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/09,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/10,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/11,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/12,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/01,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/02,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/03,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/04,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/05,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/06,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/07,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/08,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/09,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/10,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/11,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2017/12,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2018/01,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2018/02,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Cubic metres,v107705318,3.1.2.1,0.0
2016/03,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/04,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/05,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/06,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/07,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/08,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/09,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/10,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/11,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/12,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/01,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/02,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/03,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/04,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/05,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/06,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/07,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/08,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/09,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/10,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/11,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2017/12,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2018/01,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2018/02,Ontario,Crude oil and equivalent products,Receipts from fields and plants,Barrels,v107705319,3.1.2.2,0.0
2016/03,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,412.0
2016/04,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,345.0
2016/05,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,1121.0
2016/06,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,1121.0
2016/07,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,632.0
2016/08,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,762.0
2016/09,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,762.0
2016/10,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,762.0
2016/11,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,762.0
2016/12,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,541.0
2017/01,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,541.0
2017/02,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,405.0
2017/03,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,405.0
2017/04,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,405.0
2017/05,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,405.0
2017/06,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,405.0
2017/07,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,405.0
2017/08,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,7303.0
2017/09,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,182.0
2017/10,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,182.0
2017/11,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,182.0
2017/12,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,138.0
2018/01,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,138.0
2018/02,Ontario,Crude oil and equivalent products,Other receipts,Cubic metres,v107705320,3.1.3.1,140.0
2016/03,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2591.0
2016/04,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2170.0
2016/05,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,7051.0
2016/06,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,7051.0
2016/07,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,3975.0
2016/08,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,4793.0
2016/09,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,4793.0
2016/10,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,4793.0
2016/11,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,4793.0
2016/12,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,3403.0
2017/01,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,3403.0
2017/02,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2547.0
2017/03,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2547.0
2017/04,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2547.0
2017/05,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2547.0
2017/06,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2547.0
2017/07,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,2547.0
2017/08,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,45934.0
2017/09,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,1145.0
2017/10,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,1145.0
2017/11,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,1145.0
2017/12,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,868.0
2018/01,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,868.0
2018/02,Ontario,Crude oil and equivalent products,Other receipts,Barrels,v107705321,3.1.3.2,881.0
