Ref_Date,GEO,PRO,PIP,STA,Vector,Coordinate,Value
2016/09,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2016/10,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2016/11,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2016/12,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/01,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/02,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/03,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/04,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/05,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/06,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/07,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/08,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/09,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/10,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/11,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2017/12,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2018/01,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2018/02,British Columbia,"Propane, butane, and other products",Other receipts,Cubic metres,v107705464,7.2.3.1,0.0
2016/03,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/04,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/05,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/06,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/07,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/08,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/09,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/10,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/11,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/12,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/01,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/02,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/03,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/04,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/05,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/06,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/07,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/08,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/09,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/10,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/11,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2017/12,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2018/01,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2018/02,British Columbia,"Propane, butane, and other products",Other receipts,Barrels,v107705465,7.2.3.2,0.0
2016/03,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/04,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/05,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/06,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/07,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/08,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/09,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/10,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/11,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/12,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/01,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/02,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/03,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/04,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/05,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/06,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/07,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/08,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/09,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/10,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/11,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2017/12,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2018/01,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2018/02,British Columbia,"Propane, butane, and other products",Exports,Cubic metres,v107705466,7.2.4.1,0.0
2016/03,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/04,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/05,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/06,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/07,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/08,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/09,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/10,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/11,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/12,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/01,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/02,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/03,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/04,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/05,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/06,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/07,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/08,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/09,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/10,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/11,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2017/12,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2018/01,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2018/02,British Columbia,"Propane, butane, and other products",Exports,Barrels,v107705467,7.2.4.2,0.0
2016/03,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,251.0
2016/04,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,0.0
2016/05,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,6406.0
2016/06,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,6146.0
2016/07,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,7437.0
2016/08,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,7452.0
2016/09,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,6349.0
2016/10,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,7383.0
2016/11,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,6753.0
2016/12,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8520.0
2017/01,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,11370.0
2017/02,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8145.0
2017/03,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8171.0
2017/04,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8548.0
2017/05,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8924.0
2017/06,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,9688.0
2017/07,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,7694.0
2017/08,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8509.0
2017/09,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,6946.0
2017/10,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8107.0
2017/11,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,10643.0
2017/12,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,8668.0
2018/01,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,9704.0
2018/02,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705468,7.2.5.1,1446.0
2016/03,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,1579.0
2016/04,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,0.0
2016/05,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,40292.0
2016/06,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,38657.0
2016/07,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,46777.0
2016/08,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,46872.0
2016/09,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,39934.0
2016/10,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,46438.0
2016/11,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,42475.0
2016/12,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,53589.0
2017/01,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,71515.0
2017/02,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,51230.0
2017/03,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,51394.0
2017/04,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,53765.0
2017/05,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,56130.0
2017/06,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,60936.0
2017/07,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,48394.0
2017/08,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,53520.0
2017/09,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,43689.0
2017/10,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,50991.0
2017/11,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,66942.0
2017/12,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,54520.0
2018/01,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,61036.0
2018/02,British Columbia,"Propane, butane, and other products",Deliveries to refineries,Barrels,v107705469,7.2.5.2,9095.0
2016/03,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,0.0
2016/04,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,240177.0
2016/05,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,150072.0
2016/06,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,76688.0
2016/07,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,316398.0
2016/08,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,315888.0
2016/09,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,260603.0
2016/10,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,237441.0
2016/11,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,240116.0
2016/12,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,261390.0
2017/01,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,367744.0
2017/02,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,229185.0
2017/03,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,279031.0
2017/04,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,254646.0
2017/05,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,217286.0
2017/06,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,237253.0
2017/07,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,311104.0
2017/08,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,292069.0
2017/09,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,274684.0
2017/10,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,278551.0
2017/11,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,223626.0
2017/12,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,229179.0
2018/01,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,239665.0
2018/02,British Columbia,"Propane, butane, and other products",Other deliveries,Cubic metres,v107705470,7.2.6.1,188098.0
2016/03,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,0.0
2016/04,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1510665.0
2016/05,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,943923.0
2016/06,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,482352.0
2016/07,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1990080.0
2016/08,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1986872.0
2016/09,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1639141.0
2016/10,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1493456.0
2016/11,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1510282.0
2016/12,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1644091.0
2017/01,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,2313036.0
2017/02,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1441528.0
2017/03,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1755049.0
2017/04,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1601672.0
2017/05,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1366685.0
2017/06,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1492274.0
2017/07,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1956782.0
2017/08,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1837056.0
2017/09,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1727707.0
2017/10,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1752030.0
2017/11,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1406563.0
2017/12,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1441490.0
2018/01,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1507445.0
2018/02,British Columbia,"Propane, butane, and other products",Other deliveries,Barrels,v107705471,7.2.6.2,1183099.0
2016/03,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,66851.0
2016/04,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,64146.0
2016/05,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,52319.0
2016/06,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,26117.0
2016/07,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,77443.0
2016/08,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,76259.0
2016/09,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,80506.0
2016/10,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,71235.0
2016/11,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,54825.0
2016/12,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,56121.0
2017/01,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,86628.0
2017/02,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,61814.0
2017/03,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,69863.0
2017/04,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,80900.0
2017/05,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,51115.0
2017/06,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,67999.0
2017/07,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,114097.0
2017/08,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,82916.0
2017/09,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,60629.0
2017/10,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,80305.0
2017/11,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,60957.0
2017/12,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,62676.0
2018/01,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,73556.0
2018/02,British Columbia,"Propane, butane, and other products",Opening inventory,Cubic metres,v107705472,7.2.7.1,58305.0
2016/03,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,420482.0
2016/04,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,403466.0
2016/05,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,329076.0
2016/06,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,164271.0
2016/07,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,487101.0
2016/08,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,479654.0
2016/09,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,506367.0
2016/10,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,448054.0
2016/11,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,344838.0
2016/12,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,352990.0
2017/01,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,544873.0
2017/02,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,388798.0
2017/03,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,439424.0
2017/04,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,508845.0
2017/05,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,321503.0
2017/06,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,427700.0
2017/07,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,717647.0
2017/08,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,521525.0
2017/09,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,381344.0
2017/10,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,505102.0
2017/11,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,383407.0
2017/12,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,394220.0
2018/01,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,462653.0
2018/02,British Columbia,"Propane, butane, and other products",Opening inventory,Barrels,v107705473,7.2.7.2,366727.0
2016/03,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,64146.0
2016/04,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,52319.0
2016/05,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,26117.0
2016/06,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,77443.0
2016/07,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,76259.0
2016/08,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,80506.0
2016/09,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,71235.0
2016/10,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,57825.0
2016/11,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,56121.0
2016/12,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,86628.0
2017/01,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,61814.0
2017/02,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,69863.0
2017/03,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,80900.0
2017/04,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,51115.0
2017/05,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,67999.0
2017/06,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,114097.0
2017/07,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,82916.0
2017/08,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,60629.0
2017/09,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,80305.0
2017/10,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,60957.0
2017/11,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,62676.0
2017/12,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,73556.0
2018/01,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,58305.0
2018/02,British Columbia,"Propane, butane, and other products",Closing inventory,Cubic metres,v107705474,7.2.8.1,57482.0
2016/03,British Columbia,"Propane, butane, and other products",Closing inventory,Barrels,v107705475,7.2.8.2,403469.0
2016/04,British Columbia,"Propane, butane, and other products",Closing inventory,Barrels,v107705475,7.2.8.2,329076.0
